,식단이름,만개의레시피이름,재료,만드는순서,만드는이미지
256,삼치튀김,[가정간편식] 순살 삼치튀김 땡초 누드김밥~*,[재료] 병어 2마리 전분가루 2큰술 식용유 3큰술 참기름 3큰술 [양념] 맛술 2큰술 가는소금 약간,"['삼치껍질은 비린내가 많이 나므로 삼치 껍질을 벗겨주세요\n(냉동된 삼치는 살짝 해동시켜 껍질을 벗기면 잘 벗겨집니다\n생물 삼치는 끝부분에 껍질을 손으로 조금 벗겨낸 후 칼로 삼치 껍질 바닥 쪽으로 쭉~ 밀어 벗겨 냅니다)', '삼치살 가시를 발라낸후\n길이로 도톰하게 썰어줍니다\n맛술,후추,소금을 뿌려 밑간을 해 두고 다음 재료 준비를 합니다', '땡초,생강 다져 팬에 담고\n간장,올리고당 양념을 넣은 뒤\n양념 국물기가 거의 없도록 조리면서 볶아주세요\n(다지기에 하시면 편하겠죠)', '밑간해둔 삼치에 튀김가루 옷을 입혀 주세요\n달궈진 팬에 기름을 넉넉히 두른후 삼치를 노릇 노릇하게 튀기듯 구워주세요', '볼에 밥 1인분량 담고\n들기름 1큰술\n소금 1꼬집\n통깨솔솔 넣고 섞어줍니다', '김에 밥을 납작하게 깔아주고\n뒤집은 후', '깻잎 올려 땡초 양념을 올려줍니다', '준비한 삼치 올려주고', '도르르~ 말아', '먹기좋게 썰어 접시에 담아 내면 끝입니당~~~^^']","['http://recipe1.ezmember.co.kr/cache/recipe/2019/06/10/39efcff97269e866871aa131e8fc91f11.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2019/06/10/b6ea2d3caba8da0c10cabc051be1df591.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2019/06/10/9cf9e00713a93aee613d77d76fe7a7a41.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2019/06/10/2849764aceba46ff1d0d880f3762c7c51.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2019/06/10/a9ac54ebf76b1eedc7eb317e9cf329061.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2019/06/10/2a37f55d2da884cd467be77e3e86b6151.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2019/06/10/289c4b17b85f6ff79e100cf85f043dd31.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2019/06/10/55f46692b89417f49a7ed63d3a18c2951.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2019/06/10/091724a57c3729ad5a2c45264fcb8ddf1.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2019/06/10/6d74004942f96e480404909b47b91e791.jpg']"
257,쥐포튀김,쥐포로 반찬 만들기 : 쥐포튀김,[재료] 쥐포 60g 전분가루 3Ts 튀김가루 50g 물 50ml 식용유 150ml,"['쥐포는 원하는 크기로 잘라준다.', '자른 쥐포에 전분가루를 묻혀준다.', '튀김가루, 물을 넣고 튀김 반죽을 만든다.', '전분가루를 묻힌 쥐포를 튀김 반죽에 묻혀준다.', '프라이팬에 식용유를 넣고 튀겨준다.']","['http://recipe1.ezmember.co.kr/cache/recipe/2019/06/30/2a15ed4b2dd77a5467d932a3018b64df1.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2019/06/30/3f19205209906753faa876ebcff87d341.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2019/06/30/7515808ec73b208b9c085abcf36a94761.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2019/06/30/4190dd1c550bfd66975c03f75619e0c41.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2019/06/30/b9ee6d65db1a7d8e832bbc7ae0ee0ef91.jpg']"
258,호박조림,알토란 호박조림 (김하진샘)..조선호박으로 만드는 밥 반찬,[재료] 조선호박 1개 양파(중) 1/2개 실파 3줄기 홍고추 1/2개 [양념] 현미유 1T 새우젓 1t~ 다진마늘 1T 맛술 1T 쌀뜨물 1/2컵 고춧가루 1T 깨소금 0.5t 참기름 0.5t 통깨 약간,[],[]
259,국밥,"쌀쌀해진 날씨엔, 국밥 레시피 BEST5",[재료] 레시피마다달라요!,[],[]
260,메밀국수,메밀국수,[재료] 메밀국수 300g 쪽파 50g 김 10g 무 1/4토막,"['파는 송송 썰어준다', '김은 잘라서 준비해도 되고\n요즘 건어물가게에 가면 자른 김이 있으니 그것을 사서 사용해도 된다', '무는 강판에 갈아 놓는다', '메밀국수 에는 건면과 생면이 있는데\n건면이 메밀 함량이 더 많아서 주로 건면을 사용한답니다\n팔팔끓는물에 메밀국수를 넣고 삶아서 물에 씻어 한입먹기좋게 돌돌 말아 채반에 놓습니다', '아니면 그릇에다가 메밀국수 를 넣고 소스를 부어서\n부재료를 넣은다음 그냥 말아서 드셔도 되지요']","['http://recipe1.ezmember.co.kr/cache/recipe/2019/10/19/053b6485def14f5a4f32cd48025df7751.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2019/10/19/12f7e3970a6f793377924d6d5b675dfc1.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2019/10/19/cb3480eec69559bae349bc1c5907a7211.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2019/10/19/eea9b04e6e723d2d153e80cc79063edd1.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2019/10/19/73bf0bcaa7cc3d19eb00725d6bfe8d581.jpg']"
261,파무침,파겉절이 파무침 맛있게 만드는법,[재료] 파채 간장 1t 액젓 1t 고춧가루 1t 통깨 1t 참기름 1t,"['그럼 휘리릭 몇분 안걸리지만 고기와는 환상궁합인\n파채무침 파절이 만들기 황금레시피 한번 만들어 볼까요?', '그럼 파채 쉽게 써는법 파채 쉽게 써는방법은 저번에 한번 소개\n해드렸지요\n파채칼이 필요없는 파채썰기', '요렇게 쉽게 그리고 정말 패채칼로 썬것처럼\n아주 잘 썬 파채를 물에 담가서 매운 맛을 없애 주시구요', '그리고 물기를 꼭 짜서\n위에 적힌 불량대로\n액젓.간장.고춧가루.통깨.참기름.설탕을 1t씩 넣고', '그리고 조물 조물 무쳐 주세요.', '그럼 특별하게 맛을 내지 않아도 맛있는 파겉절이가 완성입니다.']","['http://recipe1.ezmember.co.kr/cache/recipe/2019/09/17/f2e0f3047e827a7138a92fb3e354e4011.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2019/09/17/dd54646018189da31769ed7b945bcc261.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2019/09/17/52cd14ac81835b1678d10d6cee63a5631.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2019/09/17/872e945925c58fa79924a2e4166bae4a1.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2019/09/17/a75cda232ade47045c5869acac8554aa1.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2019/09/17/db5ffc158ad6a28b03b6f5f514c498f71.jpg']"
262,콩나물국,기본안주 콩나물국,[재료] 콩나물 200g 대파 1대 다진마늘 1/2스푼 청양고추 1~2개 굵은소금 0.5~1스푼 [선택재료] 연두해요 0.5~1스푼,"['콩나물 1봉지를 깨끗하게 씻어 주세요.', '물 1,000ml을 넣어주세요.', '뚜껑을 꼭 덮어주세요.\n끓기 전에 절대 중간에 열지 않기!', '끓어오르면 다진마늘 반스푼을 넣어주세요.', '고추를 송송 썰어 넣어주세요.\n얼큰하게 드시고 싶다면 청양고추 추천!', '대파를 넣고 소금 반스푼~ 싱거우면 소금 추가해서 간을 맞춰주세요.']","['http://recipe1.ezmember.co.kr/cache/recipe/2019/10/10/749547e355fa7432ac222c8898687c5d1.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2019/10/10/4e11081d02c74495ca0ad3711e0b6ccb1.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2019/10/10/15b14bf481de320b5ae9a96dbeb47f611.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2019/10/10/2bd260781e7c471c5fc29617acc9737a1.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2019/10/10/d127045f2f5beb2618e02b014a10cfe01.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2019/10/10/4eef3d98b9c3c7146ae0406ddfc20db21.jpg']"
263,떡산적,떡산적 만들기,[재료] 소고기 장조림용 90g 떡볶이떡 100g 식용유 1큰술 잣가루 약간 [떡 양념] 간장 1작은술 참기름 1작은술 [고기 양념] 간장 1큰술 복분자청 1큰술 다진마늘 1작은술 후춧가루 약간 들기름 1큰술,"['넒이 1cm 두께 0.7~0.8cm로 잘라 준비해주세요~ 원래는 고기결 반대로 잘라야하는데 크기가 나올거 같지않아 고기결대로 잘랐답니다 고기는 구우면 길이가 줄어드니깐 떡길이보다 길게 준비하시면 좋아요~', '떡볶이떡을 전자렌지로 30초~1분정도 돌려 익혀주시고', '잘라둔 소고기는 고기양념장에 30분정도 재워주세요.', '꼬치에 떡-고기-떡순으로 끼워 준비해주세요.', '팬에 기름을 두르고 중불에서 꼬치를 앞뒤로 구워주세요~ 떡은 다 익었기때문에 고기만 익으면 꺼내주시면 된답니다~ 구운 떡산적 가장자리를 잘라 주시어 그릇에 담아주신다음 잣가루를 뿌려주면 된답니다~']","['http://recipe1.ezmember.co.kr/cache/recipe/2015/06/22/8af0573a054a323b1395b7f0b1fd20531.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2015/06/22/af30be9cf48679b82a25040ed3be9e3c1.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2015/06/22/62a91c52726a3d2a5ead2c14d9adb52c1.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2015/06/22/64c23488b53acb91fe55b2f87c480e111.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2015/06/22/69a3516fb7d95ba8dc5438cf3a86a1a21.jpg']"
264,뱅어포볶음,뱅어포볶음,[재료] 뱅어포 2장 [양념] 간장 2/3T 맛술 1T 물 1T 올리고당 1T 통깨 약간,"['마구 잘라놓은 뱅어포에요.\n \n보통 판매하는 a4 보다 약간 작은 사이즈의 뱅어포 두장 분량\n \n뱅어포는 늘~올가에서 구입하고 있어요.\n \n별이가 먹기 쉽도록 전 잘게 잘라요~\n \n뱅어포 잘라놓고\n \n미리 양념장을 섞어 놓을건데요.\n \n양념장이랄 것도 없지만~\n \n재빨리 볶아야해서\n \n꼭! 미리 섞어둬야해요.\n \n간장 1/3큰술, 물 한큰술, 맛술 한큰술, 올리고당 한큰술(아가베시럽 넣으셔도 되고~한큰술 넣으면 좀 달달해요~), 통깨\n섞어서 준비해두어요.', '예열한 팬에 기름을 살짝 두르고~\n뱅어포를 살짝 볶아요.\n금방 익고 금방 타니까 센불 하시면 안되구요~약한불로 살살.', '센불로 올리고~\n \n미리 섞어둔 양념장을 붓고 재빨리 섞어요.\n \n지글지글 하면서 순식간에 코팅이 되거든요~\n \n요때 불이 넘 약하면 질척......\n \n간장 양이 워낙 적어서 따로 부으면 간이 한쪽으로 몰리기도 하고 타기도 하고\n \n꼭 섞어서 부어주세요~\n \n ', '금새 이렇게 완성~\n윤기 반짝반짝\n많이 딱딱하지도 질척하지도 않은 뱅어포 볶음이에요.']","['http://recipe1.ezmember.co.kr/cache/recipe/2016/04/06/beb80cdb8b5d614a084bb1e06f7b3b0c1.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2016/04/06/48bf0c72524ef6dc7d976a73931860161.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2016/04/06/45a21e52a5de4777746a0af75fe173101.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2016/04/06/e670a88e6e0e9e0d950cc304eae130901.jpg']"
265,부추강회,"연말 손님 초대요리로도 좋은 부추강회, 부추말이",[재료] 부추 1/2단 새우 10여 마리 소금 1티스푼 맛술 1스푼 [초고추장] 고추장 2스푼 사과 식초 2스푼 올리고당 1스푼 황설탕 1스푼 레몬즙 1스푼 깨소금 약간,"['재료를 준비해 주세요~', '새우는 머리와 꼬리 제거하고 끓는 소금물에 맛술 한스푼 넣고\n살짝 데쳐 준 다음 포 뜨듯이 가운데 가로로 칼을 넣어 이등분해 썰어 주세요~', '끓는 물에 소금 1티스푼 넣어 굻은 부분을 아래로 향하게 먼저 넣어\n살짝 데쳐 재빨리 찬물에 헹궈 준 다음 살짝 물기를 짜 준비해 주세요~\n오래 삶으면 색도 누래지고 부추가 질겨져요~', '적힌 분량의 재료를 모두 넣고 잘 섞어 초고추장을 만들어 주세요~\n기호에 따라 재료양은 가감해 주세요~', '먹기 좋은 양만큼 부추를 약간 집어 한번 훝어 준 다음\n접어서 돌돌 말아 주세요~', '돌돌 말아 만든 부추말이랍니다', '접시에 새우를 깔아 준 다음 부추말이를 올려 주고\n가운데 초고추장을 올려 주면 부추강회가 완성되요~']","['http://recipe1.ezmember.co.kr/cache/recipe/2017/12/21/b0fee29c5385006ed48021d32a32ef491.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2017/12/21/b7f85c37bce9fb9ea16606e4706d57ae1.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2017/12/21/75cf028b316c02571bd22b02d9d356e11.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2017/12/21/f80fe841fb86669504ad703b521b49651.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2017/12/21/24e15befc6cf36f5852bd022fd9fb0c61.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2017/12/21/4cf5ffc9371f0f629d31f81985c595c71.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2017/12/21/9b590265f675065e80eaf29b2a16400e1.jpg']"
266,부추잡채,[중식조리기능사] 부추잡채 만드는 방법,[재료] 호부추 120g 돼지등심 50g 달걀 1개 청주 15ml 소금 5g 참기름 5ml 식용유 100ml 녹말가루 30g,"['부추는 6cm 길이로 잘라준다.\n초록색 잎부분과 흰색 줄기 부분을 분리해서 보관해주세요.', '돼지고기 등심은 0.3cm X 0.6cm 채썬다.', '채 썬 돼지고기에 소금 1/2t, 청주 1t를 넣고 밑간한다.', '밑간한 돼지고기에 달걀흰자 1/2T, 녹말가루 1/2T를 넣고 섞은 후 식용유 4T를 두른 팬에 초벌한다.\n약불\n1. 튀김옷처럼 입혀지지 않도록 흰자&녹말가루 양에 유의하세요.\n2. 젓가락으로 고기를 풀어가며 초벌해주세요.', '초벌한 돼지고기는 체에 걸러 준비한다.', '팬에 식용유 1T, 돼지고기를 넣고 볶다가 청주 1T를 넣어 볶는다.', '썰어둔 부추 흰 줄기 부분 먼저 넣어 볶은 후 초록 잎 부분을 넣어 볶는다.', '소금, 참기름 1t를 넣고 살짝 볶는다.', '완성접시에 소복하게 담아 제출한다.\n부추가 숨이 죽지 않도록 수북히 담아 주세요.']","['http://recipe1.ezmember.co.kr/cache/recipe/2019/11/04/47b40a84a5ddc340245444f3b02cffeb1.png', 'http://recipe1.ezmember.co.kr/cache/recipe/2019/11/04/b377d19d50507963b64f6cf82dd25b7a1.png', 'http://recipe1.ezmember.co.kr/cache/recipe/2019/11/04/c518538c79d06a4c44e963ee4fc0e9e41.png', 'http://recipe1.ezmember.co.kr/cache/recipe/2019/11/04/c9e3aea437c84d7ee3c2e5073a87041c1.png', 'http://recipe1.ezmember.co.kr/cache/recipe/2019/11/04/a1008068849241e38a2697c10b5147be1.png', 'http://recipe1.ezmember.co.kr/cache/recipe/2019/11/04/b717494d71a9dd5d27132e6cc66768fc1.png', 'http://recipe1.ezmember.co.kr/cache/recipe/2019/11/04/44385624b2a0debe5138887f1791a9381.png', 'http://recipe1.ezmember.co.kr/cache/recipe/2019/11/04/db1873ca04babd61288c402ea58274bc1.png', 'http://recipe1.ezmember.co.kr/cache/recipe/2019/11/04/d071823ee173b92492a960bd5b27177b1.png']"
267,쇠고기국 양배추,양배추소고기국/오징어맑은국/달걀감자국,[양배추 소고기국] 양배추 2장(200g) 쇠고기 국거리용 150g 멸치다시마육수 5컵 대파 1/2개 국간장 1+1/2T 소금 1/3~1/4T사이 [오징어 맑은국] 오징어 1마리 무 1토막(150g) 멸치다시마육수 5컵 대파 1/2개 국간장 1+1/2T 소금 1/3~1/4T사이 다진마늘 1/2T 후추가루 소량 [달걀감자국] 감자 달걀 3개 대파 1/2개 멸치다시마육수 5컵 국간장 1T 다진마늘 1/2T 소금 1/2~1/3T 후추가루 소량 참기름(생략가능) 1/2T,"['쇠고기는 국거리용으로 생고기 준비합니다. 키친타올 위에 올려 핏기를 제거 후 볼에 담아 다진마늘 2/3T, 참기름 1/2T, 후추가루 소량을 넣고 밑간을 해줍니다. 양배추 2장은 씻어서 먹기 좋게 썰어줍니다.( 양배추는 연한 속잎을 사용하세요.)', '냄비에 밑간한 소고기를 중불에서 달달 볶다가 하얗게 고기가 익으면 멸치다시마육수 5컵 넣고 센불로 켜준 후 끓으면 양배추 넣어줍니다. 다시 끓으면 중불로 줄여 5~6분동안 끓여줍니다.(중간중간 거품제거) 5~6분 끓여서 양배추가 익으면 국간장 1T반, 소금1/3T~1/4T사이 정도, 대파1/2개 다진것을 넣고 한번만 끓이면 완성입니다. 뚜껑을 열고 끓여줍니다.', '무는 1토막 준비 후 나박하게 썰어줍니다. 무 1토막의 크기는 두께 3cm × 지름6cm 정도 였습니다. 오징어 1마리는 껍질 제거 후 먹기 좋게 채썰어줍니다.', '냄비에 멸치다시마육수 5컵을 부어준 후 나박하게 썰은 무를 넣고 센불로 켜줍니다. 센불에서 끓으면 중불로 줄여 5~6분 끓여준후 오징어, 다진마늘 1/2T, 국간장 1T반, 소금 1/3T~1/4T사이를 넣고 1분정도 끓이다가 대파 1/2개 다진것을 넣고 한번만 끓여주면 완성입니다.(뚜껑열고 끓임) 기호에 따라 후추가루 소량 추가하세요.', '감자는 껍질 제거 후 반달모양으로 0.4 cm 두께로 썰어줍니다. 썰은 후 찬물에 5분 담궈 녹말기 제거합니다.\n볼에 대파 1/2개를 썰어 담은 후 달걀 3개를 터트려 살짝 섞어줍니다.\n달걀은 너무 저으면 나중에 국을 끓였을 때 달걀의 형태가 없답니다.', '냄비에 멸치다시마육수 5컵, 감자를 넣고 센불에서 끓여면 중불로 줄여 6분 끓여주다가 다진마늘 1/2T, 국간장1T., 소금1/2~1/3T사이, 후추가루 소량을 넣어 간을 맞춘 후. 위에서 준비한 달걀푼 것을 부어준 후 한번만 바글 끓여줍니다. 마지막에 비린내 제거를 위해 참기름 두방울 넣어주면 완성입니다. (뚜껑열고 끓임) 참기름 생략가능합니다.']","['http://recipe1.ezmember.co.kr/cache/recipe/2015/05/06/b7789b80877f33eb3341e785b62875831.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2015/05/06/fff9ea90b24c70ee468fc30a0f52723f1.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2015/05/06/780fd52e577ca8e50d627a590ec145ec1.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2015/05/06/64ba787902870d07f77061236526c73e1.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2015/05/06/9837d247e98ae4af3379ac7a230966941.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2015/05/06/a41ace882d46e790edb369b16209966a1.jpg']"
268,장어조림,촉촉한 반건조 바다 장어조림,[재료] 장어(중간크기) 6마리 양파 2개 [양념] 생강 1스픈 다진마늘 2스픈 간장 3스픈 미림 3스픈 정종 2스픈 식초 참기름,"['꼬들하게 말린 바다장어는 식초물에 담궈 장어 껍질의 진액을 불려 깨끗이 씻어 준비합니다', '달군팬에 식용유 두루고 장어 등쪽부터 올려 약불에서 앞뒤로 노릇하게 구워줍니다', '반건조 상태라 부서짐도 없이 살이 탱실하게 구워졌어요', '팬에 간장 미림 청주 다진마늘 생강 넣어', '끓어 오르면 채썬 양파를 넣고 조리듯 볶다가', '구워논 장어를 넣고 은근하게 조려줍니다', '마지막에 참기름 넣고 마무리~♡', '그릇에 담아 내면 식감도 부드러운 반건조 장어 볶음 완성']","['http://recipe1.ezmember.co.kr/cache/recipe/2018/12/29/1bd87984f9d830f75f28575ed3394c9c1.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2018/12/29/d21f9d41a50e0160df595caa3c2734511.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2018/12/29/b52f60551758c690cc5b960c401de0fd1.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2018/12/29/33b674c42082372736e2d1355168fa8d1.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2018/12/29/ece27489a60c22d6337dbb8d489ba5711.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2018/12/29/6f1ceb9729e43fe54d402732d20cca861.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2018/12/29/a2d98af255e1b16b40bbda92fdccd84e1.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2018/12/29/e7c4ebc5a46c65dd5146ba6a05d499c81.jpg']"
269,된장국 팽이,팽이버섯 된장국 너무 간단해요~,[재료] 된장 2스푼 물 1000ml 멸치 간 것 1스푼 팽이버섯 75g 대파 1줌(20g),"['물 1000ml에 된장 2스푼을 망에 넣어 준비했어요.', '망에 넣은 된장을 걸러주었어요.', '된장을 걸러주고 남은 된장 찌꺼기는 버렸어요.\n깔끔하게 끓이려고요.', '된장을 걸러주고 난 다음엔', '멸치 간 것 1스푼을 넣어서 끓여주었어요.\n그냥 굵은 다시 멸치 넣어주셔도 돼요.', '된장이 끓을 동안 팽이버섯 75g을 준비했어요.\n대파도 길쭉길쭉 썰어서 준비했어요.\n대파는 한줌 20g 정도 에요.', '팽이버섯은 1/2로 잘라주었어요.', '준비하는 동안 벌써 된장이 끓고 있어요', '끓고 있는 된장에 팽이버섯 잘라놓은 것을 넣어주었어요.', '바글바글 끓고 있어요.', '대파를 넣어주었어요. 구수하고 맛있는 냄새가 나네요.\n참을 수 없는 맛', '울 막둥이 아침 밥상이에요.\n오늘 아침은 스팸 유부초밥으로 간단하게~\n담겨 있는 도자기 그릇은\n만개의 레시피에서 숙주 볶음밥으로 쉐프상으로 탄 도자기 그릇이에요.\n2세트 받았어요.']","['http://recipe1.ezmember.co.kr/cache/recipe/2016/11/23/05566d390da086b5a0e39b074d4366f11.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2016/11/23/eabf6854622cc647a6cce1fb589f2cd41.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2016/11/23/f1cc9b8dd65443c16629eb2daf47d2ba1.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2016/11/23/488251ab102f19c6643ea9ad37c4311d1.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2016/11/23/81f02f265d69346a403f29b339b7881c1.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2016/11/23/53adebf9a6ba2f62d6f61a34708568df1.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2016/11/23/5f3b47350d8187c249da9f06772e1a791.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2016/11/23/9a1e167967f580d512ac7abdb74be8681.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2016/11/23/2984051cb7331abd5bdc71acb6f079ad1.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2016/11/23/6a5e947dd02adb50c972df1935d102481.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2016/11/23/0ea0c8d2dbc029d306e88c8a1676689d1.jpg', 'http://recipe1.ezmember.co.kr/cache/recipe/2016/11/23/f9a9999868ae04a7b0695898c181d5c51.jpg']"
